id,project_key,semantic_group,archived,thread_source,source_simple,cwd,created_cst,updated_cst,has_user_event,rollout_exists,rollout_file_count,title,message_short
019e8181-6653-73b3-9685-f5bc9a24b947,MoSim,mosim/user-main,0,user,vscode,/mnt/c/users/hp/desktop/mosim,2026-06-01 12:46:41,2026-06-05 15:25:05,0,True,1,把windows环境下也安装好codex cli，配置直接把WSL 里面codex的配置复制过来就行，但是记得修改文件路径,把windows环境下也安装好codex cli，配置直接把WSL 里面codex的配置复制过来就行，但是记得修改文件路径
019e8358-86b4-7070-8fd6-a2b4f4d2af97,MoSim,mosim/user-main,0,user,cli,/mnt/c/users/hp/desktop/mosim,2026-06-01 21:21:17,2026-06-05 00:25:05,0,True,1,你好,你好
019e0198-a041-77f1-84d0-c5524bfd4b81,MoSim,legacy_uncertain,0,,vscode,/mnt/c/users/hp/desktop/mosim,2026-05-07 16:40:40,2026-06-04 22:24:35,1,True,1,"这是我的设计的文档，你看看有哪些不足
C:\Users\HP\Desktop\Quadrotor\Design
赛题简介：介绍整个赛题的实现目标、实用价值、涉及技术和整体要求

赛题背景：

随着智能无人系统的快速发展，四旋翼无人机在军事侦察、物流配送、农业植保等领域展现出广泛应用前景。位姿控制作为无人机自主飞行的核心技术，直接关系到无人机的稳定性、导航精度和任务执行能力。科学计算与系统建模仿真平台MWORKS为无人机系统提供了多领域统一建模、仿真测试与算法验证环境，支持从模型设计到实地部署的全流程开发。本赛题旨在鼓励参赛队伍基于MWORKS平台，结合先进的位姿控制技术，设计四旋翼无人机的控制系统，优化控制性能，推动国产自主可控技术在智能无人机领域的应用与创新。

实现目标：

参赛团队需基于MWORKS平台提供的四旋翼无人机模型与仿真环境，设计优化其位姿控制系统。具体目标包括：

1、设计或改进位姿控制算法，提升无人机在复杂环境下的定位精度和姿态稳定性;

2、实现高保真仿真验证，确保控制算法在多种场景下的可靠性与鲁棒性;

3、结合MWORKS平台功能，完成控制系统的建模、仿真与性能分析;

4、基于单架无人机系统仿真基础，进一步扩展至无人机编队控制方法研究与多场景仿真验证;

5、提供可扩展的模块化设计，支持后续功能扩展与算法迭代。

涉及技术：

多领域统一系统建模仿真、无人机动力学建模与控制算法设计、实时系统仿真与性能分析、模块化设计与接口开发、人工智能与优化算法在控制中的应用等。

整体要求：

同元为参赛团队提供四旋翼无人机位姿控制案例资料，包括以下内容：

四旋翼无人机模型库

基于MWORKS.Sysplorer构建的四旋翼无人机模型库，包含无人机本体模型、电驱模型、基于PID的位姿控制器、传感器模型等。

参赛团队需基于MWORKS平台进行开发，可参考提供的四旋翼无人机案例模型。作品需包含完整的系统模型、控制算法设计、仿真测试报告及相关文档。鼓励在功能完备的基础上进行创新，提出具有技术亮点的优化方案。作品需符合开源规范，代码结构清晰，文档齐全，便于评审与后续开发。


赛题业务场景：描述赛题相关的真实企业业务背景。从真实场景中，适当简化或者提炼出适合比赛的赛题场景

智能无人系统在智慧城市、应急救援、物流配送、地理测绘等领域的应用日益广泛，其中四旋翼无人机因其机动灵活、垂直起降、部署便捷等特点，已成为上述场景中执行巡检、运输、监测等任务的关键载体。在实际应用中，无人机需在动态复杂环境下实现稳定、精确的自主飞行与位姿控制，这对控制系统的鲁棒性、响应速度和环境适应性提出了极高要求。



基本功能需求

1、四旋翼无人机控制算法设计与优化

① 基于同元提供的四旋翼无人机案例(包含动力学模型与控制模型)，深入分析现有位姿控制算法(PID控制)在典型飞行场景(包括但不限于螺旋爬升、8 字形运动等)下的性能表现与不足。

②基于MWORKS.Sysblock设计并实现优化后的位姿控制算法。优化方向可包括但不限于：经典控制算法(如PID)的结构改进与变型;现代控制算法(如滑模控制、模型预测控制MPC等)的应用;或结合智能算法(如模糊控制、神经网络补偿等)的复合控制策略。

③将优化后的控制算法集成至基于 MWORKS 构建的无人机系统仿真模型，确保算法模块与原有仿真框架的稳定交互，并完成系统实现与算法验证工作。

④围绕无人机编队控制问题，开展编队控制算法的设计与实现研究，完成算法验证。在保证系统稳定性与编队协同性的前提下，实现多无人机在典型应用场景下的协同飞行控制。

2、控制算法性能仿真与对比分析

①使用科学计算环境MWORKS.Syslab，对优化前后的控制算法进行定量对比测试。

②制定明确的对比维度与量化指标，至少应包括：

    * 控制效果：如阶跃响应超调量、调节时间、稳态误差;对设定轨迹的跟踪精度(均方根误差RMSE)。

    * 鲁棒性：在模型参数摄动、模拟风扰或外部干扰等条件下的控制稳定性与性能保持度。

③提交详细的仿真分析报告，通过数据图表直观展示优化算法在各项指标上的提升，并对结果进行理论分析。


作品评分与功能丰富度和完成度成正比。

参赛团队可不限于以上列举功能，鼓励开发设计具有一定创新性的功能。



非功能性需求

1、代码开源，具有一定的规范性和可读性;

2、需提供便于读者阅读的代码开发文档;

3、模块化设计，支持接口扩展与算法替换;

4、具备良好的用户交互性与仿真展示效果;

5、作品要求具有创新性，禁止照搬抄袭(非原创代码需标明出处)。



实现条件：开发环境、实验平台、开发语言、数据库、编译器、涉及硬件等

1、四旋翼无人机位姿控制系统模型，要求：

①开发语言：不限

②开发平台：MWORKS.Sysplorer 2026、MWORKS.Sysblock 2026

2、其余功能要求：

①开发语言：不限

②开发平台：MWORKS 2026



测试数据或平台：提供给参赛者的测试环境和测试数据。

1、MWORKS软件下载地址：

https://www.tongyuan.cc/download

2、四旋翼无人机案例下载地址：

https://mohub.net/model/2355/summary

3、MWORKS资料包地址(包含下载与安装部署、软件培训与学习资源)：

https://doc.weixin.qq.com/doc/w3_ASQAygZ_APgWkFX7x0JQoaeU7El0T?scode=AFQA7wcNAAY1kOCuVxAb4A8gYIAP0



开发所需设备及设备指标需求说明

1、本地PC即可运行，建议配置16GB内存 + 独显(RTX2060或以上);

2、不依赖额外物理硬件。


文档及其他要求

1、用户手册

2、仿真分析报告


各评分项及大致占比

1、功能性(60%)

2、创新性(20%)

3、规范性(10%)

4、完整性(10%)


初赛作品提交要求

1、作品完整源文件：

包括所有MWORKS模型文件和其他依赖文件等内容。

2、用户手册(PDF格式)：

① 系统概述：简要介绍作品整体架构、功能模块。

② 环境配置：详细说明软件依赖的安装与配置步骤。

③ 使用教程：分步骤指导如何运行仿真、复现不同场景(基础场景与拓展场景)、调整关键参数。

④ 接口说明：如有自定义模块或接口，需提供清晰的API说明。

3、仿真分析报告(PDF格式)：

① 算法设计报告：详述优化算法的设计原理、思路、创新点及实现方法。

② 对比实验与分析：展示详细的实验设置、原算法与优化算法的对比数据与图表，并进行量化分析与讨论，明确性能提升点。

③ 场景验证说明：介绍所有验证场景(包括自主设计的场景)的设计目的、实施方法与演示结果。

4、演示视频(MP4/AVI/MOV/FLV等主流格式，时长不超过7分钟)：

视频需包含：

① 作品概述：简要介绍团队、选题与作品核心功能。

② 系统运行演示： 重点展示优化算法在不同场景(特别是高展示度场景)下的三维可视化运行效果。可通过画中画形式同步展示MWORKS仿真数据曲线与三维视景。

③ 关键功能与创新点讲解： 结合演示画面，清晰说明算法优化之处、性能提升效果及自主设计的亮点场景。

视频要求清晰、流畅，配音或字幕说明准确。


决赛阶段，参赛团队须在初赛作品基础上进行完善与优化。评委将在决赛现场公布特定应用场景，参赛团队需基于该场景完成控制算法的验证与演示。",这是我的设计的文档，你看看有哪些不足 C:\Users\HP\Desktop\Quadrotor\Design 赛题简介：介绍整个赛题的实现目标、实用价值、涉及技术和整体要求 赛题背景： 随着智能无人系统的快速发展，四旋翼无人机在军事侦察、物流配送、农业植保等领域展现出广泛应用前景。位姿控制作为无人机自主飞行的核心技术，直接关系到无人机的稳定性、导航精度和...
019e3dac-de0e-7180-98ad-d7137e8a6275,MoSim,mosim/user-main,0,user,cli,/mnt/c/users/hp/desktop/mosim,2026-05-19 08:39:59,2026-06-04 19:59:46,0,True,1,你知道/statas是干什么用的吗,你知道/statas是干什么用的吗
019e74de-a452-7a50-99e7-ca9a247b32f1,MoSim,coagent/user-visible,0,user,cli,/mnt/c/users/hp/desktop/mosim,2026-05-30 01:53:28,2026-06-04 19:41:01,1,True,1,"请创建一个标题为 MoSim｜DevOps 发布 的 CoAgent 常驻部门对话。
部门职责：负责 Git、分批提交、push、工作树合并、大文件和发布卫生。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜DevOps 发布 已建立，等待任务单。",请创建一个标题为 MoSim｜DevOps 发布 的 CoAgent 常驻部门对话。 部门职责：负责 Git、分批提交、push、工作树合并、大文件和发布卫生。 对齐对象：DispatchAgent 这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。 只回复一句：MoSim｜DevOps 发布 已建立，等待任务单。
019de24d-e993-72c0-a0b2-caf2ac8ac85e,DH,legacy_uncertain,0,,vscode,/mnt/c/users/hp/desktop/dh,2026-05-01 14:50:50,2026-06-03 13:03:54,0,True,1,"你现在文件存储的目录都是有问题的：应该是存储到这个大目录
C:\Users\HP\Desktop\DH\data
此外，你先好好熟悉一下我们的项目，我们现在是在做这个架构的重构，目前是在做TDMS的直接保存，但是之前遇到了一些问题，因为之前发现写盘速度有问题，换了块硬盘。重装了系统，聊天记录没了，所以需要你重新回顾一下，继续我们的工作
""C:\Users\HP\Desktop\DH\docs\架构分阶段落地总览.md""
""C:\Users\HP\Desktop\DH\docs\阶段二_查询层与预览层实施规范.md""
""C:\Users\HP\Desktop\DH\docs\阶段三_存储索引与回放集成规范.md""
""C:\Users\HP\Desktop\DH\docs\阶段四_UI迁移与旧链路下线规范.md""
""C:\Users\HP\Desktop\DH\docs\阶段一_接口与对象模型冻结规范.md""
""C:\Users\HP\Desktop\DH\docs\实时显示与回放查询架构方案（UI）.md""
""C:\Users\HP\Desktop\DH\docs\数据采集与实时存储架构方案（TDMS）.md""","你现在文件存储的目录都是有问题的：应该是存储到这个大目录 C:\Users\HP\Desktop\DH\data 此外，你先好好熟悉一下我们的项目，我们现在是在做这个架构的重构，目前是在做TDMS的直接保存，但是之前遇到了一些问题，因为之前发现写盘速度有问题，换了块硬盘。重装了系统，聊天记录没了，所以需要你重新回顾一下，继续我们的工作 ""C:\Users\..."
019e5312-f47c-7ab3-9b97-ca55b3d1c32f,gpu_test,other/user-main,0,user,vscode,/mnt/e/signal_processing/gpu_test,2026-05-23 12:23:31,2026-06-03 12:06:52,0,True,1,"吞吐量逼近理论值、实现零丢包实时处理核心方案

先理清核心逻辑：理论吞吐量 = 硬件最大带宽/采样速率/总线极限，实际达不到一般是链路瓶颈、缓存调度、CPU/GPU算力抢占、拷贝开销、线程调度、IO阻塞、协议冗余导致。下面从底层到上层，给你可落地的优化路径，帮吞吐量对齐理论值、实现稳定实时处理。（查看实验报告可知我们总是与理论值有差距）

一、先明确理论吞吐量基准
当前场景：1MHz采样率、多通道、CUDA+RTX5080、.NET9、实时信号处理
理论吞吐量公式：
\text{理论吞吐量} = \text{单样本字节数} \times \text{采样率} \times \text{通道数}
先把理论上限算死，后续所有优化目标就是实测吞吐量无限贴近该值，无累积延迟、无丢包。
实时处理核心要求：单帧处理耗时 ≤ 单帧产生耗时，否则数据会堆积、延迟越来越大，最终丢包。

二、底层传输层优化（最影响吞吐量的核心）
1. 消除内存拷贝开销
这是.NET+CUDA场景最大损耗点
• 禁用用户态→内核态频繁拷贝，使用零拷贝
◦ CUDA：使用cudaHostAlloc分配锁页内存，避免系统页交换，CPU↔GPU直接DMA传输
◦ .NET：用UnmanagedMemoryAccessor、原生指针、Span无托管拷贝，杜绝托管堆频繁GC拷贝
• 统一内存架构（UMA）：开启CUDA Unified Memory，减少显式Memcpy次数，适合连续流式数据
2. 总线带宽打满
• PCIe链路：确认RTX5080跑在PCIe 4.0 x16满速，不要降速到x8/x4
• 避免多设备共享PCIe带宽，减少其他显卡、网卡、SSD抢占带宽
• 批量传输：小数据包合并成大块批量传输，减少传输中断、指令开销，流式数据不要逐样本传输
三、缓冲区架构优化（解决实时丢包、数据堆积）
实时处理必须用环形缓冲区（RingBuffer），拒绝普通队列，核心设计：
1. 双层缓冲/双缓冲Ping-Pong
一块缓冲区接收新数据，一块缓冲区交由GPU运算，读写完全并行，无等待阻塞
2. 环形缓冲区固定大小预分配
全程不动态扩容、不new内存，避免GC停顿、内存碎片

3. 分离生产者/消费者线程
◦ 生产者：硬件采集线程，只做数据写入环形缓冲，不做任何计算
◦ 消费者：CUDA处理线程，只取数据运算，不阻塞采集
4. 水位阈值控制
设置高低水位，低水位正常处理，高水位预警限流，防止缓冲区撑爆丢包
四、CUDA核函数与算力优化（榨满GPU理论算力）

1. 核函数并行粒度对齐硬件
◦ 线程块、线程数贴合SM流多处理器架构，避免线程空闲、资源浪费
◦ 多通道并行拆解，让GPU算力100%打满，无空闲周期
2. 减少核函数启停开销
批量提交核任务，不要单帧单次调用核函数，合并任务流
3. 复用GPU显存
预分配显存空间，全程复用，不频繁cudaMalloc/cudaFree
4. 避免CPU-GPU频繁同步
尽量异步执行：cudaStream异步流，CPU不用等待GPU计算完成再接收下一帧，实现流水并行
五、CPU侧&线程调度优化（.NET场景重点）
1. 线程优先级提升
采集线程、处理线程设置为高实时优先级，避免系统后台进程抢占CPU时间片
2. 禁用不必要GC
◦ .NET开启GC延迟模式、固定堆，减少GC STW停顿
◦ 全程使用非托管内存，减少托管对象创建
3. 绑定CPU亲和性
把采集线程绑定到指定物理核心，避免线程跨核心调度开销，减少缓存失效
4. 杜绝同步阻塞
全程用异步IO、无锁编程，用原子操作代替lock锁，锁竞争会直接拉低吞吐量、造成实时抖动
六、采样/采集侧链路优化（数据源端不拖后腿）

1. 硬件驱动使用高性能模式
关闭节能省电模式，网卡/采集卡跑满最高性能模式
2. 时钟同步对齐
采集采样时钟与处理时钟做同步，避免速率漂移导致数据堆积/丢包
3. 去除协议冗余
自定义传输协议精简头部，减少无效字节，提升有效数据吞吐量占比
七、实时性闭环校验：耗时约束
设单帧数据产生耗时为T_{in}，单帧处理耗时为T_{proc}
实现实时处理硬性条件：
T_{proc} \le T_{in}
同时保证：
传输耗时 + 计算耗时 + 拷贝耗时 < 帧间隔
只要满足该条件，吞吐量就能稳定跑满理论值，不会累积延迟、不会丢包。
八、调优落地步骤（按顺序排查，最快对齐理论值）

1. 先统计各环节耗时占比：采集、拷贝、CPU预处理、CUDA计算、数据输出，定位瓶颈点
2. 优先优化内存拷贝，实现零拷贝，收益最大
3. 改用环形缓冲+双缓冲架构，实现读写并行
4. 优化CUDA核函数与异步流，打满GPU算力
5. 优化.NET线程优先级、GC、CPU亲和性，消除系统抖动
6. 批量聚合数据，减少频繁传输调用
7. 压测长时间运行，观测吞吐量、延迟、丢包率，微调缓冲区大小

九、常见瓶颈对照
• 吞吐量远低于理论值、CPU占用高 → 托管拷贝过多、GC频繁、锁竞争
• 吞吐量偶尔达标、间歇性丢包 → 线程调度抖动、GC停顿、缓冲区过小
• GPU利用率低、吞吐量上不去 → 核函数并行度不足、频繁CPU-GPU同步
• 长时间运行延迟越来越大 → 处理耗时大于帧产生耗时，数据持续堆积

总体目标就是要实现真正的实时，零丢包，让吞吐量达到理论值，我给你的是我的方案，结合项目具体情况进行优化",吞吐量逼近理论值、实现零丢包实时处理核心方案 先理清核心逻辑：理论吞吐量 = 硬件最大带宽/采样速率/总线极限，实际达不到一般是链路瓶颈、缓存调度、CPU/GPU算力抢占、拷贝开销、线程调度、IO阻塞、协议冗余导致。下面从底层到上层，给你可落地的优化路径，帮吞吐量对齐理论值、实现稳定实时处理。（查看实验报告可知我们总是与理论值有差距） 一、先明确理论吞吐量...
019e79f4-57f0-71e1-814b-ba0915fda029,MoSim,mosim/user-main,1,user,cli,/mnt/c/users/hp/desktop/mosim,2026-05-31 01:35:17,2026-06-01 21:20:44,0,True,1,你好,你好
019e6914-95fe-7790-816b-154513bbcf68,DH,dh/user-main,0,user,vscode,/mnt/c/users/hp/desktop/dh-deploy,2026-05-27 18:56:57,2026-06-01 20:51:46,0,True,1,当前项目是我很久之前开发并打包到当前主机中，因为中途该主机重装过一次，因此损失了一些关键文件。现在我需要重新配置到当前项目，请你通过阅读项目中的.tar和dockercompos等文件来帮我重新在本机部署好之前的项目,当前项目是我很久之前开发并打包到当前主机中，因为中途该主机重装过一次，因此损失了一些关键文件。现在我需要重新配置到当前项目，请你通过阅读项目中的.tar和dockercompos等文件来帮我重新在本机部署好之前的项目
019e787c-bcff-74e0-af71-ffd47fc2e23b,DH,dh/user-main,0,user,vscode,/mnt/c/users/hp/desktop/dh,2026-05-30 18:45:01,2026-06-01 11:40:58,0,True,1,"前四幅图是原GPU_Test运行时的截图，后两副图是当前主程序运行·时算法配置界面，根据对比，可以发现有以下问题：主程序左右的视图都是波形图，但设计上应该是一个波形图一个点谱图，下方是输出日志，可见输出日志与原GPU_Test不同，而且该日志界面希望加一个滑轮，可以查阅一次运行所有输出而不被覆盖掉，现GPU_Test 在此电脑""E:\Signal_processing\GPU_Test""（再次声明，该项目本身就是本程序算法配置这一栏，也仅仅是这一栏的功能），所以目前合并时遇到了以上的大问题，还有以下问题不容忽视：根据截图，算法配置上的吞吐量没有实时显示，是--，这一数据在输出日志里就有，提取出来实时更新呗，然后GPU占用率也一直显示0，这个每10秒用nvidia-smi看就行，还有一个问题，你可以发现图五图六，有波形绘制的时候显示通道是正常的，可有时显示只有4通道，这是什么原因，请查清楚并修正，另外可以发现原本图三图四的一些交互功能在合并到本程序的时候消失了（从图五图六中可以明显看到），所以现在就要立一个goal，解决我所描述的上述问题，另外提醒，本项目中包含的关于""E:\Signal_processing\GPU_Test""的部分，如果实际输出日志与我截图的可能不符，那就按照本程序里面的来，但是现在界面展示的我确定并不是本项目中实际的输出日志，不符合预期。","前四幅图是原GPU_Test运行时的截图，后两副图是当前主程序运行·时算法配置界面，根据对比，可以发现有以下问题：主程序左右的视图都是波形图，但设计上应该是一个波形图一个点谱图，下方是输出日志，可见输出日志与原GPU_Test不同，而且该日志界面希望加一个滑轮，可以查阅一次运行所有输出而不被覆盖掉，现GPU_Test 在此电脑""E:\Signal_proc..."
